ID: 1007, Time: Wed 15 Jan 11:55:51 GMT 2025, Temp: 20.78, Pressure: 993.43
ID: 1007, Time: Wed 15 Jan 11:48:57 GMT 2025, Temp: 26.31, Pressure: 981.03
ID: 1006, Time: Wed 15 Jan 11:50:52 GMT 2025, Temp: 21.29, Pressure: 951.38
ID: 1007, Time: Wed 15 Jan 12:06:58 GMT 2025, Temp: 17.02, Pressure: 996.44
ID: 1005, Time: Wed 15 Jan 11:29:56 GMT 2025, Temp: 19.28, Pressure: 1038.99
ID: 1007, Time: Wed 15 Jan 12:13:09 GMT 2025, Temp: 23.02, Pressure: 1034.23
ID: 1007, Time: Wed 15 Jan 11:32:44 GMT 2025, Temp: 29.53, Pressure: 977.8
ID: 1006, Time: Wed 15 Jan 11:20:17 GMT 2025, Temp: 18.47, Pressure: 1025.06
ID: 1006, Time: Wed 15 Jan 11:44:08 GMT 2025, Temp: 24.36, Pressure: 1039.96
ID: 1006, Time: Wed 15 Jan 11:11:04 GMT 2025, Temp: 25.62, Pressure: 969.02
ID: 1005, Time: Wed 15 Jan 11:46:27 GMT 2025, Temp: 25.99, Pressure: 1021.09
ID: 1005, Time: Wed 15 Jan 11:22:07 GMT 2025, Temp: 23.37, Pressure: 1000.8
ID: 1007, Time: Wed 15 Jan 11:48:02 GMT 2025, Temp: 28.52, Pressure: 981.47
ID: 1007, Time: Wed 15 Jan 12:06:13 GMT 2025, Temp: 22.62, Pressure: 1001.2
ID: 1006, Time: Wed 15 Jan 11:23:21 GMT 2025, Temp: 24.42, Pressure: 1029.63
ID: 1007, Time: Wed 15 Jan 11:11:12 GMT 2025, Temp: 19.9, Pressure: 969.9
ID: 1005, Time: Wed 15 Jan 11:49:57 GMT 2025, Temp: 27.06, Pressure: 980.04
ID: 1007, Time: Wed 15 Jan 11:24:34 GMT 2025, Temp: 29.13, Pressure: 971.97
ID: 1006, Time: Wed 15 Jan 11:17:43 GMT 2025, Temp: 18.22, Pressure: 994.28
ID: 1000, Time: Wed 15 Jan 11:37:52 GMT 2025, Temp: 18.74, Pressure: 960.18
ID: 1007, Time: Wed 15 Jan 11:12:04 GMT 2025, Temp: 21.26, Pressure: 1030.82
ID: 1006, Time: Wed 15 Jan 11:36:04 GMT 2025, Temp: 15.19, Pressure: 1049.69
ID: 1005, Time: Wed 15 Jan 11:12:26 GMT 2025, Temp: 22.28, Pressure: 979.28
ID: 1000, Time: Wed 15 Jan 11:18:04 GMT 2025, Temp: 19.96, Pressure: 977.65
ID: 1000, Time: Wed 15 Jan 11:11:10 GMT 2025, Temp: 21.66, Pressure: 1040.21
ID: 1005, Time: Wed 15 Jan 11:43:57 GMT 2025, Temp: 21.93, Pressure: 953.76
ID: 1000, Time: Wed 15 Jan 11:38:21 GMT 2025, Temp: 16.36, Pressure: 1025.53
ID: 1005, Time: Wed 15 Jan 11:10:35 GMT 2025, Temp: 24.4, Pressure: 954.93
ID: 1005, Time: Wed 15 Jan 11:14:53 GMT 2025, Temp: 17.47, Pressure: 1019.25
ID: 1000, Time: Wed 15 Jan 12:12:08 GMT 2025, Temp: 26.77, Pressure: 1041.81
ID: 1006, Time: Wed 15 Jan 12:10:54 GMT 2025, Temp: 22.47, Pressure: 1002.8
ID: 1000, Time: Wed 15 Jan 11:13:48 GMT 2025, Temp: 21.64, Pressure: 1003.11
